48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,7,2,127,1,50,0,1,0,0,1.4,93.444,-36.1,4.965,5228.1,0
29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,7,4,33,4,50,0,1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,1,4,3,16,6,50,1,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,6,2,123,1,50,0,1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,4,0,230,1,50,0,1,0,0,-1.8,92.893,-46.2,1.244,5099.1,0
48,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,0,1,7,3,409,2,50,0,1,0,0,1.4,93.444,-36.1,4.968,5228.1,0
58,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,6,1,92,1,50,0,1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,10,4,36,1,50,0,1,0,0,-0.1,93.2,-42,4.021,5195.8,0
53,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,4,1,520,1,50,0,1,0,0,1.1,93.994,-36.4,4.856,5191,0
28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,10,3,189,2,50,0,1,0,0,-3.4,92.649,-30.1,0.714,5017.5,0
38,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,1,1,7,1,76,1,50,0,1,0,0,1.4,93.444,-36.1,4.966,5228.1,0
30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,4,4,191,1,50,0,1,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,4,3,291,2,50,0,1,0,0,1.1,93.994,-36.4,4.86,5191,0
52,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,4,3,61,1,50,0,1,0,0,1.1,93.994,-36.4,4.86,5191,0
55,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,10,2,1548,1,50,0,1,0,0,-0.1,93.2,-42,4.12,5195.8,0
44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,3,304,4,50,0,1,0,0,1.4,93.918,-42.7,4.958,5228.1,0
31,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,1,4,1,80,1,50,1,0,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
58,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,1,304,2,50,1,0,1,0,-1.8,92.893,-46.2,1.344,5099.1,0
52,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,0,0,9,2,6,1,50,1,0,1,0,-1.1,94.601,-49.5,0.985,4963.6,0
43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,3,3,60,1,50,1,0,1,0,-1.8,93.075,-47.1,1.41,5099.1,0
32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,4,4,18,1,50,1,0,1,0,-1.8,92.893,-46.2,1.313,5099.1,0
34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,7,2,100,1,50,0,1,0,0,1.4,93.444,-36.1,4.965,5228.1,0
59,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,1,6,1,46,2,50,0,1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,7,4,64,1,50,0,1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,2,0,287,2,50,0,1,0,0,-1.8,93.369,-34.8,0.646,5008.7,0
35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,10,2,187,5,50,0,1,0,0,-0.1,93.2,-42,4.12,5195.8,0
31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,1,7,0,197,2,50,0,1,0,0,-2.9,92.201,-31.4,0.821,5076.2,0
33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,6,4,63,2,50,0,1,0,0,1.4,93.918,-42.7,4.957,5228.1,0
33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,4,4,208,2,50,0,1,0,0,1.1,93.994,-36.4,4.859,5191,0
49,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,4,1,362,1,50,1,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
31,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,4,0,335,1,50,0,1,0,0,1.1,93.994,-36.4,4.857,5191,0
50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,0,193,1,50,0,1,0,0,1.1,93.994,-36.4,4.857,5191,0
84,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,9,4,106,4,50,0,1,0,0,-1.1,94.601,-49.5,0.993,4963.6,0
40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,6,0,77,2,50,0,1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,4,4,111,2,50,0,1,0,0,1.1,93.994,-36.4,4.855,5191,0
30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,10,2,113,1,50,0,1,0,0,-0.1,93.2,-42,4.12,5195.8,0
30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,5,4,40,1,50,0,1,0,0,1.4,94.465,-41.8,4.967,5228.1,0
28,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,1,4,2,10,5,50,0,1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
59,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,5,4,135,2,50,0,1,0,0,1.4,94.465,-41.8,4.947,5228.1,0
29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0,1,7,3,144,1,50,0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,0,152,5,50,0,1,0,0,1.1,93.994,-36.4,4.857,5191,0
44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,5,4,110,1,50,0,1,0,0,1.4,94.465,-41.8,4.967,5228.1,0
59,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,4,0,579,2,50,0,1,0,0,1.1,93.994,-36.4,4.857,5191,0
58,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,0,4,3,57,3,50,0,1,0,0,1.1,93.994,-36.4,4.86,5191,0
55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,4,155,1,50,0,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
41,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,1,10,4,407,4,50,0,1,0,0,-0.1,93.2,-42,4.021,5195.8,0
29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,1,6,2,259,1,50,0,1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,7,2,125,2,50,0,1,0,0,1.4,93.444,-36.1,4.967,5228.1,0
50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,6,0,68,2,50,0,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
37,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,4,0,124,2,50,0,1,0,0,1.1,93.994,-36.4,4.857,5191,0
24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,1,218,1,50,0,1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,1,10,2,99,1,50,1,0,1,0,-3.4,92.649,-30.1,0.716,5017.5,0
44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,5,0,165,4,50,0,1,0,0,1.4,94.465,-41.8,4.947,5228.1,0
42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,7,4,277,3,50,0,1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,4,2,201,3,50,0,1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
67,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,9,0,270,2,50,0,1,0,0,-3.4,92.431,-26.9,0.739,5017.5,0
36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,1,1,6,0,43,4,50,0,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,6,3,109,7,50,0,1,0,0,1.4,93.918,-42.7,4.968,5228.1,0
41,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,1,1,10,4,135,1,50,1,0,1,0,-0.1,93.2,-42,4.021,5195.8,0
58,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,1,35,1,50,0,1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,1,3,1,208,1,50,0,1,0,0,-1.8,93.075,-47.1,1.453,5099.1,0
28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,4,2,27,2,50,0,1,0,0,1.1,93.994,-36.4,4.858,5191,0
55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,7,0,33,1,50,0,1,0,0,1.4,93.444,-36.1,4.965,5228.1,0
29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,10,3,205,3,50,0,1,0,0,-0.1,93.2,-42,4.076,5195.8,0
37,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,4,2,211,1,50,0,1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,0,0,6,3,150,10,50,0,1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
37,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,4,0,346,1,50,2,0,1,0,-1.8,92.893,-46.2,1.299,5099.1,0
44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,1,7,1,339,1,50,0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
44,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,4,4,210,2,50,0,1,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,10,4,275,2,50,0,1,0,0,-0.1,93.2,-42,4.021,5195.8,0
36,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,1,4,2,199,1,50,1,0,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,3,142,1,50,0,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
61,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,2,113,1,50,0,1,0,0,-1.8,92.893,-46.2,1.27,5099.1,0
46,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,4,3,304,3,50,0,1,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,4,187,1,50,0,1,0,0,1.1,93.994,-36.4,4.855,5191,0
49,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,152,1,50,0,1,0,0,1.1,93.994,-36.4,4.857,5191,0
52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,4,2,370,1,50,0,1,0,0,1.1,93.994,-36.4,4.858,5191,0
46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,6,0,413,5,50,0,1,0,0,-2.9,92.469,-33.6,1.048,5076.2,0
43,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,4,3,627,4,50,0,1,0,0,1.1,93.994,-36.4,4.855,5191,0
39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,4,2,101,1,50,0,1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
52,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,1,10,2,172,1,50,1,0,1,0,-0.1,93.2,-42,4.12,5195.8,0
31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,4,3,150,1,50,1,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,7,4,57,3,50,0,1,0,0,1.4,93.444,-36.1,4.966,5228.1,0
35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,5,4,358,1,50,0,1,0,0,1.4,94.465,-41.8,4.967,5228.1,0
34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,7,1,228,5,50,0,1,0,0,1.4,93.444,-36.1,4.966,5228.1,0
33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,4,1,112,4,50,0,1,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
29,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,1,6,3,652,7,50,0,1,0,0,1.4,93.918,-42.7,4.968,5228.1,0
57,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,4,102,4,50,0,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,6,0,95,2,50,0,1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1,0,1,7,2,90,1,50,0,1,0,0,1.4,93.444,-36.1,4.967,5228.1,0
48,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,6,0,179,2,50,0,1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,7,4,80,1,50,0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
32,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,10,3,356,1,50,0,1,0,0,-0.1,93.2,-42,4.076,5195.8,0
36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,1,6,0,36,2,50,0,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,4,2,204,1,50,0,1,0,0,1.1,93.994,-36.4,4.857,5191,0
25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,7,1,103,3,50,0,1,0,0,-2.9,92.201,-31.4,0.838,5076.2,0
36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,10,3,287,2,50,0,1,0,0,-0.1,93.2,-42,4.076,5195.8,0
41,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,1,7,0,203,2,50,0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,7,0,103,4,50,0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,0,1,4,3,541,3,50,1,0,1,0,-1.8,92.893,-46.2,1.327,5099.1,0
55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,1,3,0,232,3,50,0,1,0,0,-1.8,93.075,-47.1,1.466,5099.1,0
26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,6,0,124,3,50,0,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,4,4,239,3,50,0,1,0,0,1.1,93.994,-36.4,4.859,5191,0
46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,86,4,50,0,1,0,0,1.1,93.994,-36.4,4.856,5191,0
36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,4,4,117,1,50,0,1,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,7,4,124,7,50,0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
55,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,6,0,155,1,50,0,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
48,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,4,2,262,1,50,0,1,0,0,1.1,93.994,-36.4,4.859,5191,0
30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,5,1,491,1,50,0,1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
43,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,10,4,163,1,50,0,1,0,0,-0.1,93.2,-42,4.021,5195.8,0
34,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,5,4,453,2,50,0,1,0,0,1.4,94.465,-41.8,4.967,5228.1,0
45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,6,0,55,1,50,0,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,0,4,1,64,3,50,0,1,0,0,1.1,93.994,-36.4,4.857,5191,0
45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,2,409,3,50,0,1,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,4,1,85,4,50,0,1,0,0,-1.8,92.893,-46.2,1.344,5099.1,0
37,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,1,1,7,0,1559,5,50,0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
47,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,1,0,1,4,0,69,1,50,0,1,0,0,-1.8,92.893,-46.2,1.244,5099.1,0
45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,1,6,3,157,1,50,0,1,0,0,1.4,93.918,-42.7,4.958,5228.1,0
35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,3,3,85,1,50,0,1,0,0,-1.8,93.075,-47.1,1.435,5099.1,0
58,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,1,10,0,224,2,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,3,4,212,1,50,0,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,6,1,586,2,50,0,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,6,4,141,2,50,0,1,0,0,1.4,93.918,-42.7,4.959,5228.1,0
48,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,0,5,0,85,1,50,0,1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
57,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,1,0,0,4,0,188,1,50,0,1,0,0,1.1,93.994,-36.4,4.857,5191,0
50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,7,3,129,3,50,0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,4,1,34,3,50,0,1,0,0,1.1,93.994,-36.4,4.857,5191,0
25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,5,2,121,2,50,0,1,0,0,1.4,94.465,-41.8,4.962,5228.1,0
31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,10,1,97,2,50,1,0,1,0,-0.1,93.2,-42,4.153,5195.8,0
33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,6,4,191,1,50,0,1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
46,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,5,0,550,3,50,0,1,0,0,1.4,94.465,-41.8,4.865,5228.1,0
26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,4,29,1,50,0,1,0,0,-1.8,93.876,-40,0.699,5008.7,0
52,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,10,4,185,2,50,0,1,0,0,-0.1,93.2,-42,4.021,5195.8,0
30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,0,1,6,3,140,2,50,0,1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
41,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,4,4,58,3,50,0,1,0,0,1.1,93.994,-36.4,4.864,5191,0
33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0,1,6,4,270,1,50,0,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,6,1,189,1,50,0,1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
40,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,4,0,131,2,50,0,1,0,0,1.1,93.994,-36.4,4.858,5191,0
52,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,1,6,2,41,2,50,0,1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,11,2,87,5,50,0,1,0,0,-3,92.713,-33,0.715,5023.5,0
31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,6,1,779,2,50,0,1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,1,7,3,17,5,50,0,1,0,0,1.4,93.444,-36.1,4.962,5228.1,0
37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,5,0,83,1,50,0,1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,0,1,4,4,14,5,50,1,0,1,0,-1.8,92.893,-46.2,1.313,5099.1,0
72,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,7,0,152,1,50,0,1,0,0,-2.9,92.201,-31.4,0.861,5076.2,0
45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,2,394,2,50,0,1,0,0,1.1,93.994,-36.4,4.858,5191,0
38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,5,4,447,2,50,0,1,0,0,1.4,94.465,-41.8,4.959,5228.1,0
50,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,0,9,3,258,1,50,1,0,1,0,-3.4,92.431,-26.9,0.754,5017.5,0
52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,1,329,3,50,0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
46,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,1,0,4,1,415,2,50,0,1,0,0,1.1,93.994,-36.4,4.856,5191,0
34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,1,0,4,1,174,4,50,0,1,0,0,1.1,93.994,-36.4,4.856,5191,0
56,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,4,4,188,6,50,0,1,0,0,1.1,93.994,-36.4,4.857,5191,0
30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1,0,1,7,4,126,1,50,0,1,0,0,1.4,93.444,-36.1,4.966,5228.1,0
35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,1,7,3,152,1,50,0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,7,3,126,2,50,0,1,0,0,-2.9,92.201,-31.4,0.873,5076.2,0
30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,5,4,185,1,50,0,1,0,0,1.4,94.465,-41.8,4.967,5228.1,0
43,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,143,2,50,0,1,0,0,1.1,93.994,-36.4,4.856,5191,0
48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,4,1,53,9,50,0,1,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,1,7,1,189,1,50,0,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
